Chr,Start,End,Rep.TSS,Strand,Location,GeneID,TranscriptID
KhC10,3778168,3778172,3778168,+,TSS,KH.C10.326,KH.C10.326.v1.A.nonSL2-1
KhC7,5342256,5342288,5342286,+,intron,KH.C7.169,KH.C7.169.v2.A.SL1-1
KhC2,1036709,1036743,1036717,+,TSS,KH.C2.567,KH.C2.567.v1.A.nonSL8-1
KhS2470,2880,2889,2880,+,intergenic,No_transcripts,No_transcripts
KhC9,1432958,1432960,1432958,-,TSS,KH.C9.888,KH.C9.888.v1.C.nonSL4-1
KhC9,3282318,3282395,3282345,-,TSS,KH.C9.614,KH.C9.614.v1.A.nonSL9-1
KhC12,2293730,2293753,2293753,-,intergenic,KH.C12.186,KH.C12.186.v1.A.ND1-1
KhS2475,752,766,758,-,intergenic,No_transcripts,No_transcripts
KhC1,8329879,8329923,8329899,+,TSS,KH.C1.853,KH.C1.853.v1.A.nonSL3-1
KhC4,4207616,4207676,4207616,+,TSS,KH.C4.32,KH.C4.32.v1.A.nonSL2-1
KhC11,999851,999890,999880,-,TSS,KH.C11.394,KH.C11.394.v1.A.nonSL4-1
KhL170,357394,357396,357395,+,TSS,KH.L170.101,KH.L170.101.v1.A.nonSL27-1
KhC10,2505275,2505288,2505277,-,intergenic,KH.C10.336,KH.C10.336.v1.A.ND1-1
KhC11,4323207,4323222,4323216,-,TSS,KH.C11.158,KH.C11.158.v1.A.ND1-1
KhC8,1102278,1102324,1102306,+,TSS,KH.C8.252,KH.C8.252.v3.A.nonSL16-1
KhC4,3575352,3575352,3575352,-,TSS,KH.C4.189,KH.C4.189.v2.A.nonSL3-1
KhC4,1746998,1747041,1747038,-,TSS,KH.C4.283,KH.C4.283.v1.A.nonSL5-1
KhC2,882358,882447,882373,+,intergenic,KH.C2.385,KH.C2.385.v1.A.ND1-1
KhC9,5150160,5150170,5150163,-,intron,KH.C9.73,KH.C9.73.v1.A.nonSL18-1
KhL40,78933,78994,78953,-,TSS,KH.L40.21,KH.L40.21.v1.A.nonSL2-1
KhC10,3265173,3265173,3265173,+,TSS,KH.C10.205,KH.C10.205.v1.A.ND1-1
KhS2527,610,610,610,-,intergenic,No_transcripts,No_transcripts
KhC2,4657585,4657633,4657609,-,TSS,KH.C2.875,KH.C2.875.v1.A.nonSL5-1
KhC5,532431,532481,532457,+,intron,KH.C5.635,KH.C5.635.v1.A.SL2-1
KhC9,3346832,3346874,3346832,+,intergenic,KH.C9.600,KH.C9.600.v1.A.nonSL2-1
KhC11,814448,814488,814485,+,5UTR,KH.C11.6,KH.C11.6.v1.A.nonSL5-1
KhL96,803491,803493,803493,+,intron,KH.L96.3,KH.L96.3.v2.A.SL1-1
KhC8,6129968,6129971,6129971,-,TSS,KH.C8.611,KH.C8.611.v1.A.nonSL7-1
KhL96,271437,271528,271501,-,TSS,KH.L96.115,KH.L96.115.v1.A.nonSL6-1
KhC2,6400823,6400874,6400852,-,TSS,KH.C2.997,KH.C2.997.v1.A.nonSL18-1
KhS610,32486,32511,32504,-,TSS,KH.S610.6,KH.S610.6.v1.A.nonSL6-1
KhC12,2594238,2594264,2594257,-,intergenic,KH.C12.52,KH.C12.52.v1.C.ND1-1
KhC1,2846518,2846525,2846523,-,TSS,KH.C1.995,KH.C1.995.v1.A.ND1-1
KhS1840,731,764,753,-,intergenic,No_transcripts,No_transcripts
KhL65,262909,263064,263063,-,TSS,KH.L65.2,KH.L65.2.v1.A.ND2-1
KhC1,7502799,7502820,7502806,-,intergenic,KH.C1.1304,KH.C1.1304.v1.B.ND1-1
KhC7,2958012,2958014,2958012,+,TSS,KH.C7.661,KH.C7.661.v1.A.nonSL5-1
KhL142,37976,37982,37982,-,TSS,KH.L142.18,KH.L142.18.v1.A.nonSL7-1
KhC9,6271863,6271878,6271873,-,TSS,KH.C9.204,KH.C9.204.v2.A.nonSL3-1
KhC2,3657961,3658036,3658015,+,TSS,KH.C2.286,KH.C2.286.v1.A.nonSL4-1
KhC11,860267,860357,860336,-,TSS,KH.C11.484,KH.C11.484.v1.A.nonSL2-1
KhS529,33769,33770,33769,-,TSS,KH.S529.5,KH.S529.5.v1.A.nonSL3-1
KhC1,5885828,5885831,5885831,-,TSS,KH.C1.586,KH.C1.586.v1.A.nonSL2-1
KhC9,4938554,4938554,4938554,-,intron,KH.C9.804,KH.C9.804.v1.A.nonSL5-1
KhC3,2052882,2052919,2052901,-,TSS,KH.C3.330,KH.C3.330.v1.A.nonSL4-1
KhC1,4045509,4045566,4045527,-,intergenic,KH.C1.1124,KH.C1.1124.v1.A.nonSL3-1
KhC1,2570793,2570936,2570807,-,TSS,KH.C1.865,KH.C1.865.v2.A.nonSL6-1
KhC4,2774931,2774969,2774931,+,intergenic,KH.C4.463,KH.C4.463.v1.A.ND1-1
KhL124,99176,99197,99182,+,TSS,KH.L124.14,KH.L124.14.v1.A.nonSL6-1
KhC1,7119122,7119176,7119168,+,5UTR,KH.C1.371,KH.C1.371.v1.A.nonSL2-1
KhC8,966337,966360,966348,+,TSS,KH.C8.97,KH.C8.97.v1.A.nonSL10-2
KhC14,3835936,3835936,3835936,+,intergenic,KH.C14.478,KH.C14.478.v1.A.ND1-1
KhC14,3697171,3697180,3697178,+,intergenic,KH.C14.608,KH.C14.608.v1.A.ND1-1
KhL132,55131,55173,55133,+,TSS,KH.L132.10,KH.L132.10.v1.A.nonSL6-1
KhC14,925279,925279,925279,-,TSS,KH.C14.160,KH.C14.160.v1.A.nonSL5-1
KhS742,4299,4339,4316,+,intergenic,No_transcripts,No_transcripts
KhC2,1840842,1840867,1840853,-,TSS,KH.C2.288,KH.C2.288.v1.A.nonSL6-1
KhS115,81626,81629,81626,+,intergenic,KH.S115.31,KH.S115.31.v1.A.ND1-1
KhC9,1311941,1312009,1311976,+,TSS,KH.C9.206,KH.C9.206.v1.A.nonSL5-1
KhC9,781230,781287,781264,-,TSS,KH.C9.430,KH.C9.430.v2.A.ND2-2
KhC2,1420449,1420521,1420484,-,TSS,KH.C2.948,KH.C2.948.v1.A.nonSL4-1
KhS1383,3775,3848,3775,+,intron,KH.S1383.1,KH.S1383.1.v6.B.ND1-1
KhC5,3066488,3066491,3066490,-,intergenic,KH.C5.211,KH.C5.211.v1.A.nonSL3-1
KhS534,22324,22367,22350,+,TSS,KH.S534.10,KH.S534.10.v1.A.ND1-1
KhC13,371166,371167,371167,+,TSS,KH.C13.67,KH.C13.67.v5.A.nonSL6-1
KhC10,2130176,2130200,2130182,+,intergenic,KH.C10.2,KH.C10.2.v1.A.ND3-1
KhC8,5021607,5021607,5021607,+,TSS,KH.C8.308,KH.C8.308.v1.A.nonSL2-1
KhC3,6299773,6299777,6299777,-,intergenic,KH.C3.32,KH.C3.32.v1.A.ND1-1
KhC11,2117488,2117525,2117510,-,intron,KH.C11.203,KH.C11.203.v2.A.ND3-1
KhC10,4458210,4458257,4458254,+,intergenic,KH.C10.406,KH.C10.406.v1.A.nonSL2-1
KhC1,8394353,8394353,8394353,-,intergenic,KH.C1.378,KH.C1.378.v2.A.nonSL1-1
KhC7,1695856,1695973,1695941,+,intron,KH.C7.63,KH.C7.63.v5.A.SL5-1
KhC11,1498861,1498877,1498868,-,TSS,KH.C11.89,KH.C11.89.v1.A.nonSL10-1
KhL18,740790,740790,740790,+,TSS,KH.L18.59,KH.L18.59.v1.A.ND1-1
KhC3,6136372,6136422,6136388,+,intergenic,KH.C3.154,KH.C3.154.v1.C.nonSL4-1
KhL87,74858,74858,74858,-,intergenic,KH.L87.57,KH.L87.57.v1.A.ND1-1
KhC1,4389794,4389896,4389892,+,TSS,KH.C1.971,KH.C1.971.v1.A.nonSL2-1
KhC14,3550732,3550749,3550748,-,TSS,KH.C14.103,KH.C14.103.v1.A.nonSL4-1
KhC7,3834270,3834324,3834313,-,intron,KH.C7.180,KH.C7.180.v1.C.SL1-1
KhL41,335669,335684,335684,-,intergenic,KH.L41.65,KH.L41.65.v1.B.ND1-1
KhC13,1587570,1587572,1587570,-,intergenic,KH.C13.112,KH.C13.112.v1.A.nonSL2-1
KhC2,5022531,5022532,5022532,+,intron,KH.C2.826,KH.C2.826.v1.A.SL1-1
KhC5,184491,184547,184524,+,TSS,KH.C5.613,KH.C5.613.v1.A.nonSL6-1
KhC14,1455666,1455735,1455682,+,TSS,KH.C14.176,KH.C14.176.v1.A.ND4-1
KhC2,6389332,6389386,6389386,-,intron,KH.C2.261,KH.C2.261.v2.A.ND1-1
KhS1206,6206,6290,6236,+,TSS,KH.S1206.2,KH.S1206.2.v1.A.ND1-1
KhC14,2683389,2683430,2683409,+,intergenic,KH.C14.121,KH.C14.121.v1.B.nonSL3-1
KhC1,8206335,8206338,8206338,-,TSS,KH.C1.283,KH.C1.283.v1.A.nonSL2-1
KhC14,1154617,1154620,1154620,-,TSS,KH.C14.206,KH.C14.206.v1.B.nonSL3-1
KhS2775,823,828,826,+,TSS,KH.S2775.1,KH.S2775.1.v1.A.nonSL4-1
KhS521,24639,24641,24639,+,TSS,KH.S521.3,KH.S521.3.v1.A.nonSL2-1
KhC4,577308,577373,577313,-,TSS,KH.C4.69,KH.C4.69.v1.A.nonSL5-1
KhS681,23864,23867,23867,-,TSS,KH.S681.4,KH.S681.4.v1.B.nonSL6-1
KhC10,4654148,4654188,4654168,-,TAS,KH.C10.272,KH.C10.272.v1.A.SL2-1
KhC2,2244119,2244122,2244122,+,TSS,KH.C2.1126,KH.C2.1126.v1.A.nonSL2-1
KhS489,12225,12280,12229,-,intergenic,KH.S489.7,KH.S489.7.v1.A.ND1-1
KhL173,41356,41379,41379,+,TSS,KH.L173.2,KH.L173.2.v1.A.nonSL4-1
KhC10,177888,177890,177888,-,intergenic,KH.C10.256,KH.C10.256.v1.A.ND1-1
KhS588,4027,4027,4027,+,TSS,KH.S588.3,KH.S588.3.v1.C.nonSL3-1
KhC4,330488,330491,330491,+,intergenic,KH.C4.257,KH.C4.257.v1.A.ND1-1
KhC5,2341300,2341302,2341301,-,TSS,KH.C5.108,KH.C5.108.v1.B.nonSL8-1
KhL170,107594,107684,107684,+,TSS,KH.L170.82,KH.L170.82.v1.A.ND1-1
KhL155,21692,21692,21692,-,TSS,KH.L155.5,KH.L155.5.v1.A.nonSL2-1
KhC10,752607,752607,752607,+,TSS,KH.C10.212,KH.C10.212.v1.A.nonSL3-1
KhC7,6046627,6046714,6046641,+,TSS,KH.C7.267,KH.C7.267.v2.A.nonSL5-1
KhC2,604439,604458,604450,-,TSS,KH.C2.84,KH.C2.84.v1.A.ND1-1
KhC1,7020611,7020669,7020616,-,intergenic,KH.C1.966,KH.C1.966.v1.A.nonSL4-1
KhL131,59968,60019,60013,-,intergenic,KH.L131.8,KH.L131.8.v1.A.nonSL3-1
KhL3,152778,152778,152778,+,intergenic,KH.L3.13,KH.L3.13.v3.A.ND1-1
KhC8,6050354,6050354,6050354,-,TSS,KH.C8.517,KH.C8.517.v2.A.ND1-1
KhC11,1959601,1959603,1959601,-,intron,KH.C11.116,KH.C11.116.v1.B.ND3-1
KhL57,120909,120909,120909,-,TSS,KH.L57.28,KH.L57.28.v1.A.nonSL1-1
KhC8,3206256,3206310,3206290,+,TSS,KH.C8.836,KH.C8.836.v1.A.nonSL15-1
KhL18,103264,103297,103268,-,TSS,KH.L18.125,KH.L18.125.v2.A.nonSL4-1
KhS891,17827,17896,17881,+,TSS,KH.S891.1,KH.S891.1.v1.A.nonSL1-1
KhC12,1592036,1592036,1592036,+,TSS,KH.C12.698,KH.C12.698.v1.A.nonSL14-1
KhL119,179464,179542,179541,-,TSS,KH.L119.19,KH.L119.19.v1.A.nonSL1-1
KhC1,2593208,2593240,2593240,-,TSS,KH.C1.529,KH.C1.529.v4.A.nonSL5-1
KhC7,1674803,1674843,1674815,-,TSS,KH.C7.170,KH.C7.170.v1.A.nonSL4-1
KhC11,327452,327453,327453,+,intergenic,KH.C11.527,KH.C11.527.v1.A.ND2-1
KhL84,125377,125438,125432,-,intron,KH.L84.31,KH.L84.31.v2.A.SL3-1
KhC8,931283,931383,931310,-,TSS,KH.C8.453,KH.C8.453.v1.A.nonSL2-1
KhC8,4645598,4645601,4645601,-,intergenic,KH.C8.454,KH.C8.454.v1.A.ND1-1
KhC10,2945059,2945094,2945073,+,TSS,KH.C10.222,KH.C10.222.v1.A.nonSL3-1
KhL30,5435,5435,5435,-,TSS,KH.L30.1,KH.L30.1.v1.A.nonSL22-1
KhC4,4966447,4966550,4966505,-,5UTR,KH.C4.273,KH.C4.273.v1.A.SL4-1
KhC12,3509560,3509564,3509562,-,intergenic,KH.C12.671,KH.C12.671.v1.A.nonSL3-1
KhC11,4763584,4763655,4763652,+,TSS,KH.C11.129,KH.C11.129.v1.C.nonSL13-1
KhC2,5278282,5278301,5278301,+,TSS,KH.C2.602,KH.C2.602.v1.A.ND1-1
KhC4,3346080,3346137,3346080,+,TSS,KH.C4.722,KH.C4.722.v1.A.nonSL2-1
KhC8,4103638,4103647,4103643,+,TSS,KH.C8.212,KH.C8.212.v1.A.nonSL10-1
KhS618,31581,31640,31616,-,intergenic,KH.S618.2,KH.S618.2.v1.A.ND1-1
KhC8,4832044,4832046,4832045,-,TSS,KH.C8.30,KH.C8.30.v2.A.nonSL5-1
KhC8,4852817,4852862,4852848,+,TSS,KH.C8.905,KH.C8.905.v1.A.nonSL10-1
KhL18,920342,920437,920412,+,TSS,KH.L18.44,KH.L18.44.v4.A.nonSL6-2
KhC11,4266608,4266647,4266626,+,TSS,KH.C11.258,KH.C11.258.v1.A.nonSL5-1
KhL171,206361,206363,206363,+,TSS,KH.L171.13,KH.L171.13.v1.B.nonSL1-2
KhL4,371595,371609,371609,-,intergenic,KH.L4.33,KH.L4.33.v1.C.ND1-1
KhC11,4514061,4514131,4514108,-,5UTR,KH.C11.175,KH.C11.175.v2.C.nonSL4-1
KhC3,5190121,5190166,5190126,+,intergenic,KH.C3.675,KH.C3.675.v1.C.ND1-1
KhC10,1429218,1429235,1429218,-,intergenic,KH.C10.72,KH.C10.72.v3.A.ND2-2
KhC1,5882888,5882996,5882996,-,5UTR,KH.C1.775,KH.C1.775.v1.A.SL2-1
KhC12,2538287,2538323,2538287,-,intron,KH.C12.294,KH.C12.294.v1.B.ND2-1
KhC11,3950834,3950870,3950834,+,intron,KH.C11.180,KH.C11.180.v1.A.ND1-1
KhC8,3495731,3495762,3495760,-,TSS,KH.C8.272,KH.C8.272.v4.A.nonSL4-1
KhC10,4731871,4731873,4731873,+,TSS,KH.C10.289,KH.C10.289.v1.A.nonSL2-1
KhC3,4539842,4539875,4539842,+,TSS,KH.C3.828,KH.C3.828.v1.A.nonSL2-1
KhC8,1440347,1440369,1440356,-,TSS,KH.C8.12,KH.C8.12.v1.A.nonSL1-1
KhL143,44583,44621,44599,+,intergenic,KH.L143.3,KH.L143.3.v1.A.ND1-1
KhC14,747112,747112,747112,-,TSS,KH.C14.235,KH.C14.235.v1.A.nonSL2-1
KhL168,18780,18781,18781,-,intergenic,No_transcripts,No_transcripts
KhC14,3002804,3002829,3002813,-,intergenic,KH.C14.315,KH.C14.315.v1.A.ND1-1
KhC9,5266776,5266828,5266828,+,intron,KH.C9.116,KH.C9.116.v2.A.SL3-2
KhC3,4727815,4727819,4727819,-,intergenic,KH.C3.126,KH.C3.126.v1.C.ND1-1
KhC9,2447577,2447577,2447577,-,intergenic,KH.C9.795,KH.C9.795.v1.A.ND1-1
KhL4,13641,13684,13663,-,TSS,KH.L4.25,KH.L4.25.v1.C.nonSL6-1
KhS115,235846,235856,235853,+,TSS,KH.S115.28,KH.S115.28.v1.A.ND1-1
KhC9,4944303,4944306,4944303,+,TSS,KH.C9.615,KH.C9.615.v1.A.nonSL3-2
KhC1,7750953,7750990,7750981,+,TSS,KH.C1.30,KH.C1.30.v1.A.nonSL6-1
KhC11,4079749,4079749,4079749,-,intergenic,KH.C11.533,KH.C11.533.v1.A.nonSL3-1
KhC10,4854777,4854802,4854800,-,TSS,KH.C10.35,KH.C10.35.v1.A.nonSL4-1
KhL8,195246,195300,195268,+,TSS,KH.L8.1,KH.L8.1.v2.A.ND5-1
KhC1,9718155,9718159,9718155,-,TSS,KH.C1.83,KH.C1.83.v1.A.nonSL3-1
KhC2,3153691,3153726,3153701,+,intergenic,KH.C2.270,KH.C2.270.v1.A.ND1-1
KhC14,313057,313175,313171,-,TSS,KH.C14.396,KH.C14.396.v1.B.ND1-1
KhC4,1170534,1170542,1170534,+,TSS,KH.C4.68,KH.C4.68.v1.A.nonSL13-1
KhC8,4851552,4851560,4851560,+,TSS,KH.C8.382,KH.C8.382.v1.A.nonSL2-1
KhC1,6675473,6675527,6675486,-,TSS,KH.C1.465,KH.C1.465.v1.A.nonSL5-1
KhC12,4658992,4659022,4658992,-,TSS,KH.C12.346,KH.C12.346.v1.A.nonSL4-1
KhC1,5310458,5310510,5310472,-,intron,KH.C1.862,KH.C1.862.v1.A.SL1-1
KhC11,4615270,4615277,4615277,-,TSS,KH.C11.68,KH.C11.68.v1.A.nonSL5-1
KhC11,381432,381467,381450,-,TSS,KH.C11.471,KH.C11.471.v2.A.ND1-1
KhL24,32341,32344,32344,-,intron,KH.L24.10,KH.L24.10.v1.A.SL1-1
KhC2,2243675,2243712,2243685,-,intergenic,KH.C2.291,KH.C2.291.v1.C.ND1-1
KhC2,4403528,4403530,4403528,-,TSS,KH.C2.777,KH.C2.777.v1.A.nonSL4-1
KhL58,40986,40986,40986,+,TSS,KH.L58.1,KH.L58.1.v1.A.nonSL36-1
KhS966,4779,4886,4875,+,intron,KH.S966.4,KH.S966.4.v2.A.SL2-1
KhC4,1250888,1250918,1250894,-,TSS,KH.C4.184,KH.C4.184.v2.A.nonSL6-1
KhS563,22545,22545,22545,+,intergenic,KH.S563.3,KH.S563.3.v1.A.nonSL2-1
KhC9,3600439,3600440,3600439,+,TSS,KH.C9.517,KH.C9.517.v2.A.nonSL3-1
KhL13,274823,274866,274855,+,TSS,KH.L13.7,KH.L13.7.v1.A.nonSL7-1
KhC3,6452709,6452725,6452709,-,TSS,KH.C3.394,KH.C3.394.v5.A.nonSL6-2
KhL98,22380,22478,22462,-,intergenic,No_transcripts,No_transcripts
KhC1,6762886,6762888,6762886,-,intergenic,KH.C1.533,KH.C1.533.v1.A.ND1-1
KhC1,5221165,5221183,5221177,+,TSS,KH.C1.1142,KH.C1.1142.v1.A.nonSL1-1
KhC13,1632316,1632362,1632349,+,TSS,KH.C13.2,KH.C13.2.v1.A.nonSL3-1
KhC11,863085,863100,863092,+,TSS,KH.C11.555,KH.C11.555.v1.A.nonSL2-1
KhC5,2616164,2616164,2616164,+,intron,KH.C5.495,KH.C5.495.v1.A.SL1-1
KhS460,48314,48464,48410,+,TSS,KH.S460.2,KH.S460.2.v1.A.nonSL2-1
KhL22,62211,62230,62226,+,TSS,KH.L22.53,KH.L22.53.v1.A.nonSL4-1
KhC1,7365725,7365727,7365725,+,intron,KH.C1.656,KH.C1.656.v1.A.SL1-1
KhC10,4662045,4662045,4662045,+,intergenic,KH.C10.31,KH.C10.31.v1.A.ND2-1
KhS1742,5710,5735,5730,+,intergenic,No_transcripts,No_transcripts
KhS933,17872,17888,17876,-,intergenic,KH.S933.2,KH.S933.2.v1.A.nonSL3-1
KhL128,156112,156173,156164,+,intergenic,KH.L128.11,KH.L128.11.v1.A.ND1-1
KhC2,4124107,4124114,4124110,+,TSS,KH.C2.1137,KH.C2.1137.v1.A.nonSL2-1
KhC1,8728890,8728902,8728899,+,intergenic,KH.C1.1254,KH.C1.1254.v1.A.ND1-1
KhC3,3356104,3356137,3356125,+,intergenic,KH.C3.213,KH.C3.213.v1.A.nonSL3-1
KhC8,3963420,3963531,3963510,-,TSS,KH.C8.543,KH.C8.543.v1.A.nonSL3-1
KhC2,975513,975587,975513,-,TSS,KH.C2.306,KH.C2.306.v3.A.ND3-1
KhS2577,276,306,295,-,intergenic,No_transcripts,No_transcripts
KhC1,6566831,6566896,6566896,+,TSS,KH.C1.611,KH.C1.611.v1.A.nonSL1-1
KhC12,1038260,1038263,1038263,-,TSS,KH.C12.201,KH.C12.201.v1.A.nonSL3-1
KhC8,5142820,5142823,5142823,+,intergenic,KH.C8.115,KH.C8.115.v1.A.ND1-1
KhL22,445445,445445,445445,+,TSS,KH.L22.58,KH.L22.58.v1.A.nonSL1-1
KhC1,1295905,1295954,1295928,-,intergenic,KH.C1.1287,KH.C1.1287.v1.A.ND1-1
KhL126,505,512,508,+,TSS,KH.L126.5,KH.L126.5.v1.A.nonSL1-1
KhC7,1347266,1347309,1347288,-,TSS,KH.C7.308,KH.C7.308.v1.A.ND1-1
KhC9,3336055,3336058,3336055,+,intergenic,KH.C9.600,KH.C9.600.v1.A.nonSL2-1
KhL168,38494,38571,38506,+,intron,KH.L168.2,KH.L168.2.v1.A.SL1-3
KhC14,1557016,1557099,1557047,-,5UTR,KH.C14.25,KH.C14.25.v1.C.nonSL13-1
KhC7,5303926,5303975,5303970,+,TSS,KH.C7.442,KH.C7.442.v2.A.nonSL5-1
KhC9,1144202,1144272,1144252,-,intron,KH.C9.721,KH.C9.721.v1.A.SL2-1
KhS534,38553,38612,38610,+,intergenic,KH.S534.5,KH.S534.5.v1.B.ND1-1
KhC1,1690315,1690359,1690336,+,TSS,KH.C1.1014,KH.C1.1014.v1.A.nonSL2-1
KhC2,6659849,6659850,6659849,+,TSS,KH.C2.77,KH.C2.77.v1.A.nonSL2-1
KhC8,4403910,4403960,4403951,-,TSS,KH.C8.317,KH.C8.317.v1.A.nonSL19-1
KhC5,641106,641107,641107,+,intron,KH.C5.441,KH.C5.441.v2.A.ND2-1
KhC1,7240616,7240727,7240677,+,TSS,KH.C1.437,KH.C1.437.v1.A.nonSL15-1
KhC2,492419,492451,492423,+,intron,KH.C2.282,KH.C2.282.v1.A.ND1-1
KhC11,2754648,2754652,2754652,+,intergenic,KH.C11.168,KH.C11.168.v1.C.ND1-1
KhC3,5936792,5936797,5936795,+,TSS,KH.C3.205,KH.C3.205.v1.A.nonSL3-1
KhC9,3821294,3821297,3821294,+,TSS,KH.C9.633,KH.C9.633.v1.A.nonSL6-1
KhL107,5674,5716,5681,+,TSS,KH.L107.4,KH.L107.4.v1.A.nonSL3-1
KhC7,3762062,3762166,3762120,-,TSS,KH.C7.273,KH.C7.273.v1.C.nonSL3-1
KhC9,1244539,1244539,1244539,-,intergenic,KH.C9.675,KH.C9.675.v1.C.ND1-1
KhC1,6244706,6244763,6244725,+,TSS,KH.C1.116,KH.C1.116.v1.A.nonSL4-1
KhL112,162265,162331,162292,-,TSS,KH.L112.21,KH.L112.21.v2.A.nonSL6-1
KhC9,4467686,4467704,4467698,-,intergenic,KH.C9.115,KH.C9.115.v1.A.nonSL4-1
KhC1,9069921,9069963,9069936,-,TSS,KH.C1.454,KH.C1.454.v2.A.nonSL9-1
KhC8,1926527,1926530,1926530,+,TSS,KH.C8.649,KH.C8.649.v1.A.nonSL3-1
KhC2,3956595,3956628,3956622,-,intergenic,KH.C2.373,KH.C2.373.v1.A.nonSL4-1
KhC8,24094,24165,24109,-,TSS,KH.C8.401,KH.C8.401.v1.A.nonSL4-1
KhC9,2923222,2923224,2923224,-,TSS,KH.C9.194,KH.C9.194.v1.A.nonSL1-1
KhL90,49537,49540,49537,+,TSS,KH.L90.5,KH.L90.5.v1.A.nonSL4-1
KhC8,339346,339370,339352,-,intergenic,KH.C8.444,KH.C8.444.v1.A.ND1-1
KhL107,26218,26250,26235,+,TSS,KH.L107.5,KH.L107.5.v1.A.nonSL3-1
KhS1962,2522,2522,2522,-,intergenic,No_transcripts,No_transcripts
KhL88,15720,15850,15742,+,5UTR,KH.L88.3,KH.L88.3.v1.A.ND1-1
KhC2,5185781,5185836,5185793,+,TSS,KH.C2.569,KH.C2.569.v1.A.ND1-1
KhC3,2515697,2515698,2515698,-,TSS,KH.C3.522,KH.C3.522.v1.C.nonSL1-1
KhC3,5111495,5111518,5111515,+,TSS,KH.C3.276,KH.C3.276.v1.A.nonSL11-1
KhC11,3128052,3128100,3128081,+,TAS,KH.C11.93,KH.C11.93.v1.A.SL4-1
KhC10,2177178,2177178,2177178,+,TSS,KH.C10.410,KH.C10.410.v1.A.nonSL1-1
KhC3,6172617,6172666,6172635,+,TSS,KH.C3.783,KH.C3.783.v1.A.ND1-1
KhC3,5846374,5846388,5846374,+,intron,KH.C3.510,KH.C3.510.v1.A.ND2-1
KhS913,6929,6937,6929,+,intergenic,No_transcripts,No_transcripts
KhC1,5916217,5916242,5916242,+,intergenic,KH.C1.784,KH.C1.784.v1.A.ND1-1
KhS396,12455,12514,12461,-,TSS,KH.S396.2,KH.S396.2.v1.A.nonSL1-1
KhC10,828362,828362,828362,+,TSS,KH.C10.239,KH.C10.239.v1.A.nonSL3-1
KhC14,771344,771346,771346,+,TSS,KH.C14.369,KH.C14.369.v1.A.nonSL2-1
KhC11,4763503,4763559,4763523,-,TSS,KH.C11.676,KH.C11.676.v1.A.nonSL3-1
KhS595,29975,30011,29984,-,TSS,KH.S595.14,KH.S595.14.v1.A.nonSL3-1
KhC8,4893085,4893100,4893093,-,TSS,KH.C8.431,KH.C8.431.v1.A.ND1-1
KhL141,430942,430950,430949,-,TSS,KH.L141.68,KH.L141.68.v1.A.nonSL1-1
KhC9,2652403,2652406,2652406,+,intron,KH.C9.718,KH.C9.718.v1.B.ND1-1
KhC1,10014237,10014319,10014239,+,intergenic,KH.C1.777,KH.C1.777.v2.A.nonSL3-1
KhL108,489337,489352,489348,+,intergenic,No_transcripts,No_transcripts
KhL38,19271,19337,19318,+,TSS,KH.L38.16,KH.L38.16.v1.A.nonSL19-1
KhC1,2597866,2597874,2597868,-,TSS,KH.C1.844,KH.C1.844.v1.A.nonSL2-1
KhC9,1121635,1121679,1121679,-,5UTR,KH.C9.825,KH.C9.825.v1.A.SL5-1
KhC10,525730,525750,525730,+,intergenic,KH.C10.232,KH.C10.232.v2.A.nonSL2-1
KhS346,24660,24679,24679,+,intergenic,KH.S346.4,KH.S346.4.v1.A.ND1-1
KhC2,1509780,1509825,1509795,+,TSS,KH.C2.88,KH.C2.88.v1.A.nonSL48-1
KhL154,381059,381061,381059,-,TSS,KH.L154.20,KH.L154.20.v1.B.nonSL2-1
KhC4,4101327,4101374,4101369,+,TSS,KH.C4.726,KH.C4.726.v1.A.nonSL6-1
KhC3,4209910,4209967,4209950,+,TSS,KH.C3.889,KH.C3.889.v2.A.nonSL5-1
KhC6,686734,686734,686734,-,intergenic,KH.C6.148,KH.C6.148.v1.A.ND1-1
KhC1,3194635,3194652,3194643,+,5UTR,KH.C1.834,KH.C1.834.v1.A.SL1-1
KhC5,464942,464982,464964,+,TSS,KH.C5.382,KH.C5.382.v1.A.nonSL3-1
KhC10,515123,515128,515123,-,intergenic,KH.C10.565,KH.C10.565.v1.A.nonSL2-1
KhC8,81183,81186,81183,+,intergenic,KH.C8.672,KH.C8.672.v1.A.ND1-1
KhC11,1678346,1678621,1678560,-,TAS,KH.C11.202,KH.C11.202.v1.B.SL1-1
KhS1272,6426,6443,6440,+,intergenic,KH.S1272.3,KH.S1272.3.v1.B.ND1-1
KhC1,5148156,5148156,5148156,-,intergenic,KH.C1.1047,KH.C1.1047.v1.A.ND1-1
KhS396,28948,28948,28948,-,intergenic,KH.S396.2,KH.S396.2.v1.A.ND2-1
KhC11,186941,186990,186981,-,TSS,KH.C11.567,KH.C11.567.v1.A.nonSL8-1
KhC8,3340388,3340423,3340398,+,TSS,KH.C8.446,KH.C8.446.v1.A.nonSL19-1
KhC11,4817698,4817795,4817792,-,TSS,KH.C11.52,KH.C11.52.v1.A.nonSL3-1
KhC2,2182630,2182710,2182630,-,TSS,KH.C2.30,KH.C2.30.v1.A.nonSL4-1
